rowname	Symbol	Name	EntrezGene.ID	Ensembl.Gene.ID	MGI.ID	Gene.group.name
HGNC:45248	NDUFB4P1	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 1	100288654	ENSG00000242510		
HGNC:45250	NDUFB4P2	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 2	100132036	ENSG00000251306		
HGNC:45251	NDUFB4P3	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 3	100288420	ENSG00000231096		
HGNC:45252	NDUFB4P4	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 4	NA	ENSG00000217718		
HGNC:45253	NDUFB4P5	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 5	NA	ENSG00000226114		
HGNC:45254	NDUFB4P6	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 6	NA	ENSG00000235258		
HGNC:45255	NDUFB4P7	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 7	NA	ENSG00000225428		
HGNC:45256	NDUFB4P8	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 8	NA	ENSG00000223663		
HGNC:45257	NDUFB4P9	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 9	NA	ENSG00000249754		
HGNC:45258	NDUFB4P10	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 10	NA	ENSG00000232880		
HGNC:45259	NDUFB4P11	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11	NA	ENSG00000259374		
HGNC:45260	NDUFB4P12	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 12	402175	ENSG00000124399		
HGNC:7700	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	4711	ENSG00000136521	MGI:1913296	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:52267	NDUFB5P1	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 1	100288337	ENSG00000251025		
HGNC:52268	NDUFB5P2	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 2	100422431	ENSG00000214628		
HGNC:7701	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	4712	ENSG00000165264	MGI:2684983	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:7702	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	4713	ENSG00000099795	MGI:1914166	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:7703	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	4714	ENSG00000166136	MGI:1914514	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:20023	NDUFB8P1	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 1	326606	ENSG00000258972		
HGNC:33978	NDUFB8P2	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 2	729565	ENSG00000270264		
HGNC:33979	NDUFB8P3	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 3	100132286			
HGNC:7704	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	4715	ENSG00000147684	MGI:1913468	NADH:ubiquinone oxidoreductase supernumerary subunits|LYR motif containing
HGNC:52269	NDUFB9P1	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 1	NA	ENSG00000271045		
HGNC:52270	NDUFB9P2	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 2	100128596	ENSG00000236281		
HGNC:52271	NDUFB9P3	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 3	100129370	ENSG00000253994		
HGNC:7696	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	4716	ENSG00000140990	MGI:1915592	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:52272	NDUFB10P1	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 1	100128711	ENSG00000260870		
HGNC:52273	NDUFB10P2	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 2	NA	ENSG00000261624		
HGNC:20372	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	54539	ENSG00000147123	MGI:1349919	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:33980	NDUFB11P1	NADH:ubiquinone oxidoreductase subunit B11 pseudogene 1	390239	ENSG00000235547		
HGNC:7705	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	4717	ENSG00000109390	MGI:1913627	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:7706	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	4718	ENSG00000151366	MGI:1344370	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:42956	NDUFC2	NDUFC2-KCTD14 readthrough	100532726	ENSG00000259112		
HGNC:7707	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	4719	ENSG00000023228	MGI:2443241	NADH:ubiquinone oxidoreductase core subunits
HGNC:7708	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720	ENSG00000158864	MGI:2385112	NADH:ubiquinone oxidoreductase core subunits
HGNC:7710	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	4722	ENSG00000213619	MGI:1915599	NADH:ubiquinone oxidoreductase core subunits
HGNC:7711	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	4724	ENSG00000164258	MGI:1343135	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:7712	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	4725	ENSG00000168653	MGI:1890889	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:44039	NDUFS5P1	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 1	NA	ENSG00000218424		
HGNC:44040	NDUFS5P2	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2	100286918	ENSG00000234226		
HGNC:44041	NDUFS5P3	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3	100288149	ENSG00000233664		
HGNC:44042	NDUFS5P4	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 4	100287817	ENSG00000251437		
HGNC:44043	NDUFS5P5	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 5	100128177	ENSG00000230671		
HGNC:44044	NDUFS5P6	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 6	NA	ENSG00000255531		
HGNC:44045	NDUFS5P7	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 7	100130794			
HGNC:7713	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	4726	ENSG00000145494	MGI:107932	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:52274	NDUFS6P1	NADH:ubiquinone oxidoreductase subunit S6 pseudogene 1	NA	ENSG00000241905		
HGNC:7714	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	374291	ENSG00000115286	MGI:1922656	NADH:ubiquinone oxidoreductase core subunits
HGNC:7715	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	4728	ENSG00000110717	MGI:2385079	NADH:ubiquinone oxidoreductase core subunits|MicroRNA protein coding host genes
HGNC:7716	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	4723	ENSG00000167792	MGI:107851	NADH:ubiquinone oxidoreductase core subunits
HGNC:7717	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	4729	ENSG00000178127	MGI:1920150	NADH:ubiquinone oxidoreductase core subunits
HGNC:50826	NDUFV2-AS1	NDUFV2 antisense RNA 1	101927275	ENSG00000266053		Antisense RNAs
HGNC:7718	NDUFV2P1	NADH:ubiquinone oxidoreductase core subunit V2 pseudogene 1	4730	ENSG00000267809		
HGNC:7719	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	4731	ENSG00000160194	MGI:1890894	NADH:ubiquinone oxidoreductase supernumerary subunits
HGNC:30815	NEAT1	nuclear paraspeckle assembly transcript 1	283131	ENSG00000245532	MGI:1914211	Long non-coding RNAs with non-systematic symbols
HGNC:7720	NEB	nebulin	4703	ENSG00000183091	MGI:97292	
HGNC:16932	NEBL	nebulette	10529	ENSG00000078114	MGI:1921353	LIM domain containing
HGNC:44899	NEBL-AS1	NEBL antisense RNA 1	100128511	ENSG00000231920		Antisense RNAs
HGNC:20983	NECAB1	N-terminal EF-hand calcium binding protein 1	64168	ENSG00000123119	MGI:1916602	EF-hand domain containing|N-terminal EF-hand calcium binding proteins
HGNC:23746	NECAB2	N-terminal EF-hand calcium binding protein 2	54550	ENSG00000103154	MGI:2152211	N-terminal EF-hand calcium binding proteins|EF-hand domain containing
HGNC:15851	NECAB3	N-terminal EF-hand calcium binding protein 3	63941	ENSG00000125967	MGI:1861721	N-terminal EF-hand calcium binding proteins|EF-hand domain containing
HGNC:24539	NECAP1	NECAP endocytosis associated 1	25977	ENSG00000089818	MGI:1914852	
HGNC:43912	NECAP1P1	NECAP endocytosis associated 1 pseudogene 1	442668	ENSG00000178503		
HGNC:43913	NECAP1P2	NECAP endocytosis associated 1 pseudogene 2	NA	ENSG00000234632		
HGNC:25528	NECAP2	NECAP endocytosis associated 2	55707	ENSG00000157191	MGI:1913397	
HGNC:9706	NECTIN1	nectin cell adhesion molecule 1	5818	ENSG00000110400	MGI:1926483	C2-set domain containing|V-set domain containing|CD molecules|Nectins and nectin-like molecules
HGNC:54270	NECTIN1-AS1	NECTIN1 antisense RNA 1	105369525	ENSG00000255247		Antisense RNAs
HGNC:9707	NECTIN2	nectin cell adhesion molecule 2	5819	ENSG00000130202	MGI:97822	Nectins and nectin-like molecules|C2-set domain containing|CD molecules|V-set domain containing
HGNC:17664	NECTIN3	nectin cell adhesion molecule 3	25945	ENSG00000177707	MGI:1930171	C2-set domain containing|I-set domain containing|V-set domain containing|CD molecules|Nectins and nectin-like molecules
HGNC:40813	NECTIN3-AS1	NECTIN3 antisense RNA 1	100506555	ENSG00000242242		Antisense RNAs
HGNC:19688	NECTIN4	nectin cell adhesion molecule 4	81607	ENSG00000143217	MGI:1918990	C2-set domain containing|Nectins and nectin-like molecules|V-set domain containing
HGNC:7723	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor	121441	ENSG00000139350	MGI:97293	WD repeat domain containing
HGNC:7727	NEDD4	NEDD4 E3 ubiquitin protein ligase	4734	ENSG00000069869	MGI:97297	HECT domain containing
HGNC:7728	NEDD4L	NEDD4 like E3 ubiquitin protein ligase	23327	ENSG00000049759	MGI:1933754	HECT domain containing|C2 domain containing
HGNC:7732	NEDD8	NEDD8 ubiquitin like modifier	4738	ENSG00000129559	MGI:97301	
HGNC:39551	NEDD8-MDP1	NEDD8-MDP1 readthrough	100528064	ENSG00000255526		
HGNC:54555	NEDD8P1	NEDD8 pseudogene 1	100128775	ENSG00000226970		
HGNC:7733	NEDD9	"neural precursor cell expressed, developmentally down-regulated 9"	4739	ENSG00000111859	MGI:97302	Cas scaffold proteins
HGNC:7737	NEFH	neurofilament heavy	4744	ENSG00000100285	MGI:97309	Intermediate filaments Type IV
HGNC:7738	NEFHP1	neurofilament heavy pseudogene 1	339396	ENSG00000223489		
HGNC:7739	NEFL	neurofilament light	4747	ENSG00000277586	MGI:97313	Intermediate filaments Type IV|Protein phosphatase 1 regulatory subunits|MicroRNA protein coding host genes
HGNC:37662	NEFLP1	neurofilament light pseudogene 1	359795	ENSG00000232634		
HGNC:7734	NEFM	neurofilament medium	4741	ENSG00000104722	MGI:97314	Intermediate filaments Type IV
HGNC:45030	NEFMP1	neurofilament medium pseudogene 1	100420737	ENSG00000224697		
HGNC:17302	NEGR1	neuronal growth regulator 1	257194	ENSG00000172260	MGI:2444846	IgLON cell adhesion molecules|I-set domain containing
HGNC:41432	NEGR1-IT1	NEGR1 intronic transcript 1	NA	ENSG00000228853		Intronic transcripts
HGNC:18448	NEIL1	nei like DNA glycosylase 1	79661	ENSG00000140398	MGI:1920024	DNA glycosylases
HGNC:18956	NEIL2	nei like DNA glycosylase 2	252969	ENSG00000154328	MGI:2686058	DNA glycosylases
HGNC:24573	NEIL3	nei like DNA glycosylase 3	55247	ENSG00000109674	MGI:2384588	Zinc fingers RANBP2-type |Zinc fingers GRF-type|DNA glycosylases
HGNC:7744	NEK1	NIMA related kinase 1	4750	ENSG00000137601	MGI:97303	
HGNC:7745	NEK2	NIMA related kinase 2	4751	ENSG00000117650	MGI:109359	Protein phosphatase 1 regulatory subunits
HGNC:19272	NEK2P1	NEK2 pseudogene 1	326302			
HGNC:37816	NEK2P2	NEK2 pseudogene 2	100379667	ENSG00000231565		
HGNC:37817	NEK2P3	NEK2 pseudogene 3	100158258			
HGNC:37818	NEK2P4	NEK2 pseudogene 4	100381202	ENSG00000230450		
HGNC:7746	NEK3	NIMA related kinase 3	4752	ENSG00000136098	MGI:1344371	
HGNC:11399	NEK4	NIMA related kinase 4	6787	ENSG00000114904	MGI:1344404	
HGNC:39649	NEK4P1	NIMA-related kinase 4 pseudogene 1	100421718	ENSG00000225735		
HGNC:39650	NEK4P2	NIMA-related kinase 4 pseudogene 2	100421734	ENSG00000264359		
HGNC:39651	NEK4P3	NIMA-related kinase 4 pseudogene 3	100421728	ENSG00000270754		
HGNC:7748	NEK5	NIMA related kinase 5	341676	ENSG00000197168	MGI:2142824	
HGNC:7749	NEK6	NIMA related kinase 6	10783	ENSG00000119408	MGI:1891638	
HGNC:13386	NEK7	NIMA related kinase 7	140609	ENSG00000151414	MGI:1890645	
HGNC:13387	NEK8	NIMA related kinase 8	284086	ENSG00000160602	MGI:1890646	
HGNC:18591	NEK9	NIMA related kinase 9	91754	ENSG00000119638	MGI:2387995	
HGNC:18592	NEK10	NIMA related kinase 10	152110	ENSG00000163491	MGI:2685128	Armadillo-like helical domain containing
HGNC:18593	NEK11	NIMA related kinase 11	79858	ENSG00000114670	MGI:2442276	
HGNC:12768	NELFA	negative elongation factor complex member A	7469	ENSG00000185049	MGI:1346098	Negative elongation factor complex members|MicroRNA protein coding host genes
HGNC:24324	NELFB	negative elongation factor complex member B	25920	ENSG00000188986	MGI:1931035	Negative elongation factor complex members
HGNC:15934	NELFCD	negative elongation factor complex member C/D	51497	ENSG00000101158	MGI:1926424	Armadillo-like helical domain containing|Negative elongation factor complex members
HGNC:13974	NELFE	negative elongation factor complex member E	7936	ENSG00000204356	MGI:102744	MicroRNA protein coding host genes|RNA binding motif containing|Negative elongation factor complex members
HGNC:7750	NELL1	neural EGFL like 1	4745	ENSG00000165973	MGI:2443902	
HGNC:7751	NELL2	neural EGFL like 2	4753	ENSG00000184613	MGI:1858510	
HGNC:10663	NEMF	nuclear export mediator factor	9147	ENSG00000165525	MGI:1918305	
HGNC:29001	NEMP1	nuclear envelope integral membrane protein 1	23306	ENSG00000166881	MGI:2446113	
HGNC:33700	NEMP2	nuclear envelope integral membrane protein 2	100131211	ENSG00000189362	MGI:2444113	
HGNC:30384	NENF	neudesin neurotrophic factor	29937	ENSG00000117691	MGI:1913458	Membrane associated progesterone receptor family
HGNC:50298	NENFP1	neudesin neurotrophic factor pseudogene 1	NA	ENSG00000233647		
HGNC:50299	NENFP2	neudesin neurotrophic factor pseudogene 2	100129880	ENSG00000258288		
HGNC:50300	NENFP3	neudesin neurotrophic factor pseudogene 3	NA	ENSG00000248462		
HGNC:7754	NEO1	neogenin 1	4756	ENSG00000067141	MGI:1097159	I-set domain containing|Fibronectin type III domain containing|Ig-like cell adhesion molecule family
HGNC:33184	NEPNP	"nephrocan, pseudogene"	442253	ENSG00000218233	MGI:1913900	
HGNC:24496	NEPRO	nucleolus and neural progenitor protein	25871	ENSG00000163608	MGI:2384836	
HGNC:7756	NES	nestin	10763	ENSG00000132688	MGI:101784	Intermediate filaments Type IV
HGNC:14592	NET1	neuroepithelial cell transforming 1	10276	ENSG00000173848	MGI:1927138	Pleckstrin homology domain containing|Dbl family Rho GEFs
HGNC:13823	NETO1	neuropilin and tolloid like 1	81832	ENSG00000166342	MGI:2180216	MicroRNA protein coding host genes
HGNC:14644	NETO2	neuropilin and tolloid like 2	81831	ENSG00000171208	MGI:1921763	
HGNC:7758	NEU1	neuraminidase 1	4758	ENSG00000204386	MGI:97305	Neuraminidases
HGNC:7759	NEU2	neuraminidase 2	4759	ENSG00000115488	MGI:1344417	Neuraminidases
HGNC:7760	NEU3	neuraminidase 3	10825	ENSG00000162139	MGI:1355305	Neuraminidases
HGNC:21328	NEU4	neuraminidase 4	129807	ENSG00000204099	MGI:2661364	Neuraminidases
HGNC:7761	NEURL1	neuralized E3 ubiquitin protein ligase 1	9148	ENSG00000107954	MGI:1334263	Ring finger proteins
HGNC:51220	NEURL1-AS1	NEURL1 antisense RNA 1	102724341	ENSG00000235470		Antisense RNAs
HGNC:35422	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	54492	ENSG00000214357	MGI:3643092	Ring finger proteins|MicroRNA protein coding host genes
HGNC:16156	NEURL2	neuralized E3 ubiquitin protein ligase 2	140825	ENSG00000124257	MGI:3043305	
HGNC:25162	NEURL3	neuralized E3 ubiquitin protein ligase 3	93082	ENSG00000163121	MGI:2429944	Ring finger proteins
HGNC:34410	NEURL4	neuralized E3 ubiquitin protein ligase 4	84461	ENSG00000215041	MGI:1921092	
HGNC:7762	NEUROD1	neuronal differentiation 1	4760	ENSG00000162992	MGI:1339708	Basic helix-loop-helix proteins
HGNC:7763	NEUROD2	neuronal differentiation 2	4761	ENSG00000171532	MGI:107755	Basic helix-loop-helix proteins
HGNC:13802	NEUROD4	neuronal differentiation 4	58158	ENSG00000123307	MGI:108055	Basic helix-loop-helix proteins
HGNC:13804	NEUROD6	neuronal differentiation 6	63974	ENSG00000164600	MGI:106593	Basic helix-loop-helix proteins
HGNC:7764	NEUROG1	neurogenin 1	4762	ENSG00000181965	MGI:107754	Basic helix-loop-helix proteins
HGNC:13805	NEUROG2	neurogenin 2	63973	ENSG00000178403	MGI:109619	Basic helix-loop-helix proteins
HGNC:40656	NEUROG2-AS1	NEUROG2 and ZGRF1 antisense RNA 1	105377372	ENSG00000249509		Antisense RNAs
HGNC:13806	NEUROG3	neurogenin 3	50674	ENSG00000122859	MGI:893591	Basic helix-loop-helix proteins
HGNC:29433	NEXMIF	neurite extension and migration factor	340533	ENSG00000050030	MGI:2148050	
HGNC:29557	NEXN	nexilin F-actin binding protein	91624	ENSG00000162614	MGI:1916060	I-set domain containing
HGNC:31983	NEXN-AS1	NEXN antisense RNA 1	374987	ENSG00000235927		Antisense RNAs
HGNC:7765	NF1	neurofibromin 1	4763	ENSG00000196712	MGI:97306	Armadillo-like helical domain containing
HGNC:7772	NF1P1	neurofibromin 1 pseudogene 1	100419006	ENSG00000270831		
HGNC:38664	NF1P2	neurofibromin 1 pseudogene 2	440225	ENSG00000258997		
HGNC:7766	NF1P3	neurofibromin 1 pseudogene 3	4764	ENSG00000183249		
HGNC:7769	NF1P4	neurofibromin 1 pseudogene 4	100419029	ENSG00000258027		
HGNC:7770	NF1P5	neurofibromin 1 pseudogene 5	4768	ENSG00000175319		
HGNC:7771	NF1P6	neurofibromin 1 pseudogene 6	644637	ENSG00000224435		
HGNC:34230	NF1P7	neurofibromin 1 pseudogene 7	100158257	ENSG00000278143		
HGNC:7767	NF1P8	neurofibromin 1 pseudogene 8	401007	ENSG00000236956		
HGNC:51736	NF1P9	neurofibromin 1 pseudogene 9	101930150	ENSG00000281347		
HGNC:51737	NF1P10	neurofibromin 1 pseudogene 10	NA	ENSG00000277529		
HGNC:51738	NF1P11	neurofibromin 1 pseudogene 11	NA	ENSG00000278184		
HGNC:51739	NF1P12	neurofibromin 1 pseudogene 12	100418983	ENSG00000258360		
HGNC:7773	NF2	neurofibromin 2	4771	ENSG00000186575	MGI:97307	A-kinase anchoring proteins|FERM domain containing
HGNC:29872	NFAM1	NFAT activating protein with ITAM motif 1	150372	ENSG00000235568	MGI:1921289	
HGNC:29866	NFASC	neurofascin	23114	ENSG00000163531	MGI:104753	Fibronectin type III domain containing|Ig-like cell adhesion molecule family|I-set domain containing
HGNC:7774	NFAT5	nuclear factor of activated T cells 5	10725	ENSG00000102908	MGI:1859333	Nuclear factors of activated T-cells |IPT domain containing
HGNC:7775	NFATC1	nuclear factor of activated T cells 1	4772	ENSG00000131196	MGI:102469	IPT domain containing|Nuclear factors of activated T-cells 
HGNC:7776	NFATC2	nuclear factor of activated T cells 2	4773	ENSG00000101096	MGI:102463	Nuclear factors of activated T-cells |IPT domain containing|MicroRNA protein coding host genes
HGNC:25906	NFATC2IP	nuclear factor of activated T cells 2 interacting protein	84901	ENSG00000176953	MGI:1329015	MicroRNA protein coding host genes
HGNC:7777	NFATC3	nuclear factor of activated T cells 3	4775	ENSG00000072736	MGI:103296	IPT domain containing|Nuclear factors of activated T-cells 
HGNC:7778	NFATC4	nuclear factor of activated T cells 4	4776	ENSG00000100968	MGI:1920431	Nuclear factors of activated T-cells |IPT domain containing
HGNC:7780	NFE2	"nuclear factor, erythroid 2"	4778		MGI:97308	Basic leucine zipper proteins
HGNC:7781	NFE2L1	"nuclear factor, erythroid 2 like 1"	4779	ENSG00000082641	MGI:99421	Basic leucine zipper proteins
HGNC:54812	NFE2L1-DT	NFE2L1 divergent transcript	NA	ENSG00000263412		
HGNC:7782	NFE2L2	"nuclear factor, erythroid 2 like 2"	4780	ENSG00000116044	MGI:108420	Basic leucine zipper proteins|MicroRNA protein coding host genes
HGNC:7783	NFE2L3	"nuclear factor, erythroid 2 like 3"	9603	ENSG00000050344	MGI:1339958	Basic leucine zipper proteins
HGNC:22278	NFE2L3P1	"nuclear factor, erythroid 2 like 3 pseudogene 1"	642996	ENSG00000267497		
HGNC:44191	NFE2L3P2	"nuclear factor, erythroid 2 like 3 pseudogene 2"	100272146			
HGNC:29902	NFE4	"nuclear factor, erythroid 4"	58160	ENSG00000230257		
HGNC:7784	NFIA	nuclear factor I A	4774	ENSG00000162599	MGI:108056	Nuclear fac tor I family
HGNC:40402	NFIA-AS1	NFIA antisense RNA 1	645030	ENSG00000237853		Antisense RNAs
HGNC:40401	NFIA-AS2	NFIA antisense RNA 2	100996570	ENSG00000237928		Antisense RNAs
HGNC:7785	NFIB	nuclear factor I B	4781	ENSG00000147862	MGI:103188	Nuclear fac tor I family
HGNC:7786	NFIC	nuclear factor I C	4782		MGI:109591	Nuclear fac tor I family
HGNC:7787	NFIL3	"nuclear factor, interleukin 3 regulated"	4783	ENSG00000165030	MGI:109495	Basic leucine zipper proteins
HGNC:7788	NFIX	nuclear factor I X	4784	ENSG00000008441	MGI:97311	Nuclear fac tor I family
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	4790	ENSG00000109320	MGI:97312	NF-kappa B complex subunits|Ankyrin repeat domain containing|IPT domain containing
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	4791	ENSG00000077150	MGI:1099800	IPT domain containing|NF-kappa B complex subunits|Ankyrin repeat domain containing
HGNC:7797	NFKBIA	NFKB inhibitor alpha	4792	ENSG00000100906	MGI:104741	Ankyrin repeat domain containing
HGNC:7798	NFKBIB	NFKB inhibitor beta	4793	ENSG00000104825	MGI:104752	Ankyrin repeat domain containing
HGNC:15671	NFKBID	NFKB inhibitor delta	84807	ENSG00000167604	MGI:3041243	Ankyrin repeat domain containing
HGNC:7799	NFKBIE	NFKB inhibitor epsilon	4794	ENSG00000146232	MGI:1194908	Ankyrin repeat domain containing
HGNC:7800	NFKBIL1	NFKB inhibitor like 1	4795	ENSG00000204498	MGI:1340031	
HGNC:29805	NFKBIZ	NFKB inhibitor zeta	64332	ENSG00000144802	MGI:1931595	Ankyrin repeat domain containing
HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein	4798	ENSG00000170322	MGI:2442410	INO80 complex 
HGNC:15910	NFS1	NFS1 cysteine desulfurase	9054	ENSG00000244005	MGI:1316706	Mitochondrial iron-sulfur assembly components
HGNC:16287	NFU1	NFU1 iron-sulfur cluster scaffold	27247	ENSG00000169599	MGI:1913290	Mitochondrial iron-sulfur assembly components
HGNC:44553	NFU1P1	NFU1 iron-sulfur cluster scaffold pseudogene 1	100132681	ENSG00000230757		
HGNC:44554	NFU1P2	NFU1 iron-sulfur cluster scaffold pseudogene 2	100132699	ENSG00000233557		
HGNC:7803	NFX1	"nuclear transcription factor, X-box binding 1"	NA	ENSG00000086102	MGI:1921414	Ring finger proteins|PHD finger proteins
HGNC:18726	NFXL1	"nuclear transcription factor, X-box binding like 1"	152518	ENSG00000170448	MGI:1923646	Ring finger proteins
HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha	4800	ENSG00000001167	MGI:97316	
HGNC:34078	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1	100130677	ENSG00000237849		
HGNC:7805	NFYB	nuclear transcription factor Y subunit beta	4801	ENSG00000120837	MGI:97317	
HGNC:54604	NFYBP1	NFYB pseudogene 1	440973	ENSG00000214380		
HGNC:7806	NFYC	nuclear transcription factor Y subunit gamma	4802	ENSG00000066136	MGI:107901	MicroRNA protein coding host genes
HGNC:49451	NFYC-AS1	NFYC antisense RNA 1	100130557	ENSG00000272145		Antisense RNAs
HGNC:14077	NGB	neuroglobin	58157	ENSG00000165553	MGI:2151886	
HGNC:20271	NGDN	neuroguidin	25983	ENSG00000129460	MGI:1916216	
HGNC:7807	NGEF	neuronal guanine nucleotide exchange factor	25791	ENSG00000066248	MGI:1858414	Dbl family Rho GEFs
HGNC:7808	NGF	nerve growth factor	4803	ENSG00000134259	MGI:97321	Neurotrophins
HGNC:53922	NGF-AS1	NGF antisense RNA 1	NA	ENSG00000228035		Antisense RNAs
HGNC:7809	NGFR	nerve growth factor receptor	4804	ENSG00000064300	MGI:97323	MicroRNA protein coding host genes|Tumor necrosis factor receptor superfamily|CD molecules
HGNC:17646	NGLY1	N-glycanase 1	55768	ENSG00000151092	MGI:1913276	
HGNC:18077	NGRN	"neugrin, neurite outgrowth associated"	51335	ENSG00000182768	MGI:1933212	
HGNC:25737	NHEJ1	non-homologous end joining factor 1	79840	ENSG00000187736	MGI:1922820	
HGNC:7817	NHLH1	nescient helix-loop-helix 1	4807	ENSG00000171786	MGI:98481	Basic helix-loop-helix proteins
HGNC:7818	NHLH2	nescient helix-loop-helix 2	4808	ENSG00000177551	MGI:97324	Basic helix-loop-helix proteins
HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	378884	ENSG00000187566	MGI:2145264	Ring finger proteins
HGNC:24731	NHLRC2	NHL repeat containing 2	374354	ENSG00000196865	MGI:1914116	
HGNC:33751	NHLRC3	NHL repeat containing 3	387921	ENSG00000188811	MGI:2444520	
HGNC:26700	NHLRC4	NHL repeat containing 4	283948	ENSG00000257108	MGI:3687200	
HGNC:14377	NHP2	NHP2 ribonucleoprotein	55651	ENSG00000145912	MGI:1098547	H/ACA ribonucleoprotein complex
HGNC:23582	NHP2P1	NHP2 ribonucleoprotein pseudogene 1	414200	ENSG00000105988		
HGNC:22797	NHP2P2	NHP2 ribonucleoprotein pseudogene 2	442290	ENSG00000213786		
HGNC:7820	NHS	NHS actin remodeling regulator	4810	ENSG00000188158	MGI:2684894	MicroRNA protein coding host genes
HGNC:40403	NHS-AS1	NHS antisense RNA 1	NA	ENSG00000230020		Antisense RNAs
HGNC:21021	NHSL1	NHS like 1	57224	ENSG00000135540	MGI:106390	MicroRNA protein coding host genes
HGNC:33737	NHSL2	NHS like 2	340527	ENSG00000204131	MGI:3645090	
HGNC:16784	NIBAN1	niban apoptosis regulator 1	116496	ENSG00000135842	MGI:2137237	
HGNC:25282	NIBAN2	niban apoptosis regulator 2	64855	ENSG00000136830	MGI:2442910	
HGNC:24130	NIBAN3	niban apoptosis regulator 3	199786		MGI:3686743	
HGNC:18317	NICN1	nicolin 1	84276	ENSG00000145029	MGI:1913507	
HGNC:18322	NICN2P	"nicolin 2, pseudogene"	171176			
HGNC:7821	NID1	nidogen 1	4811	ENSG00000116962	MGI:97342	
HGNC:13389	NID2	nidogen 2	22795	ENSG00000087303	MGI:1298229	
HGNC:13390	NIF3L1	NGG1 interacting factor 3 like 1	60491	ENSG00000196290	MGI:1929485	
